Name;Styles;Allow left overflow;Allow right overflow;Base;Comp. 2;Comp. 3;Comp. 4
uni1F11;3;1;1;epsilon;uni1FFE;;
uni1F12;3;1;1;epsilon;uni1FCD;;
uni1F13;3;1;1;epsilon;uni1FDD;;
uni1F14;3;1;1;epsilon;uni1FCE;;
uni1F15;3;1;1;epsilon;uni1FDE;;
uni1F18;3;0;0;Epsilon;uni1FBF;;
uni1F19;3;0;0;Epsilon;uni1FFE;;
uni1F1A;3;0;0;Epsilon;uni1FCD;;
uni1F1B;3;0;0;Epsilon;uni1FDD;;
uni1F1C;3;0;0;Epsilon;uni1FCE;;
uni1F1D;3;0;0;Epsilon;uni1FDE;;
uni1F20;3;1;1;eta;uni1FBF;;
uni1F21;3;1;1;eta;uni1FFE;;
uni1F22;3;1;1;eta;uni1FCD;;
uni1F23;3;1;1;eta;uni1FDD;;
uni1F24;3;1;1;eta;uni1FCE;;
uni1F25;3;1;1;eta;uni1FDE;;
uni1F26;3;1;1;eta;uni1FCE;;
uni1F27;3;1;1;eta;uni1FDF;;
uni1F28;3;0;0;Eta;uni1FBF;;
uni1F29;3;0;0;Eta;uni1FFE;;
uni1F2A;3;0;0;Eta;uni1FCD;;
uni1F2B;3;0;0;Eta;uni1FDD;;
uni1F2C;3;0;0;Eta;uni1FCE;;
uni1F2D;3;0;0;Eta;uni1FDE;;
uni1F2E;3;0;0;Eta;uni1FCE;;
uni1F2F;3;0;0;Eta;uni1FDF;;
uni1F30;3;1;1;iota;uni1FBF;;
uni1F31;3;1;1;iota;uni1FFE;;
uni1F32;3;1;1;iota;uni1FCD;;
uni1F33;3;1;1;iota;uni1FDD;;
uni1F34;3;1;1;iota;uni1FCE;;
uni1F35;3;1;1;iota;uni1FDE;;
uni1F36;3;1;1;iota;uni1FCE;;
uni1F37;3;1;1;iota;uni1FDF;;
uni1F38;3;0;0;Iota;uni1FBF;;
uni1F39;3;0;0;Iota;uni1FFE;;
uni1F3A;3;0;0;Iota;uni1FCD;;
uni1F3B;3;0;0;Iota;uni1FDD;;
uni1F3C;3;0;0;Iota;uni1FCE;;
uni1F3D;3;0;0;Iota;uni1FDE;;
uni1F3E;3;0;0;Iota;uni1FCE;;
uni1F3F;3;0;0;Iota;uni1FDF;;
uni1F40;3;1;1;omicron;uni1FBF;;
uni1F41;3;1;1;omicron;uni1FFE;;
uni1F42;3;1;1;omicron;uni1FCD;;
uni1F43;3;1;1;omicron;uni1FDD;;
uni1F44;3;1;1;omicron;uni1FCE;;
uni1F45;3;1;1;omicron;uni1FDE;;
uni1F48;3;0;0;Omicron;uni1FBF;;
uni1F49;3;0;0;Omicron;uni1FFE;;
uni1F4A;3;0;0;Omicron;uni1FCD;;
uni1F4B;3;0;0;Omicron;uni1FDD;;
uni1F4C;3;0;0;Omicron;uni1FCE;;
uni1F4D;3;0;0;Omicron;uni1FDE;;
uni1F50;3;1;1;upsilon;uni1FBF;;
uni1F51;3;1;1;upsilon;uni1FFE;;
uni1F52;3;1;1;upsilon;uni1FCD;;
uni1F53;3;1;1;upsilon;uni1FDD;;
uni1F54;3;1;1;upsilon;uni1FCE;;
uni1F55;3;1;1;upsilon;uni1FDE;;
uni1F56;3;1;1;upsilon;uni1FCE;;
uni1F57;3;1;1;upsilon;uni1FDF;;
uni1F59;3;0;0;Upsilon;uni1FFE;;
uni1F5B;3;0;0;Upsilon;uni1FFD;;
uni1F5D;3;0;0;Upsilon;uni1FDE;;
uni1F5F;3;0;0;Upsilon;uni1FDF;;
uni1F60;3;1;1;omega;uni1FBF;;
uni1F61;3;1;1;omega;uni1FFE;;
uni1F62;3;1;1;omega;uni1FCD;;
uni1F63;3;1;1;omega;uni1FDD;;
uni1F64;3;1;1;omega;uni1FCE;;
uni1F65;3;1;1;omega;uni1FDE;;
uni1F66;3;1;1;omega;uni1FCE;;
uni1F67;3;1;1;omega;uni1FDF;;
uni1F68;3;0;0;uni03A9;uni1FBF;;
uni1F69;3;0;0;uni03A9;uni1FFE;;
uni1F6A;3;0;0;uni03A9;uni1FCD;;
uni1F6B;3;0;0;uni03A9;uni1FDD;;
uni1F6C;3;0;0;uni03A9;uni1FCE;;
uni1F6D;3;0;0;uni03A9;uni1FDE;;
uni1F6E;3;0;0;uni03A9;uni1FCE;;
uni1F6F;3;0;0;uni03A9;uni1FDF;;
uni1F70;3;1;1;alpha;uni1FEF;;
uni1F71;3;1;1;alpha;uni1FFD;;
uni1F72;3;1;1;epsilon;uni1FEF;;
uni1F73;3;1;1;epsilon;uni1FFD;;
uni1F74;3;1;1;eta;uni1FEF;;
uni1F75;3;1;1;eta;uni1FFD;;
uni1F76;3;1;1;iota;uni1FEF;;
uni1F77;3;1;1;iota;uni1FFD;;
uni1F78;3;1;1;omicron;uni1FEF;;
uni1F79;3;1;1;omicron;uni1FFD;;
uni1F7A;3;1;1;upsilon;uni1FEF;;
uni1F7B;3;1;1;upsilon;uni1FFD;;
uni1F7C;3;1;1;omega;uni1FEF;;
uni1F7D;3;1;1;omega;uni1FFD;;
uni1F80;3;1;1;alpha;uni1FBE;uni1FBF;
uni1F81;3;1;1;alpha;uni1FBE;uni1FFE;
uni1F82;3;1;1;alpha;uni1FBE;uni1FCD;
uni1F83;3;1;1;alpha;uni1FBE;uni1FDD;
uni1F84;3;1;1;alpha;uni1FBE;uni1FCE;
uni1F85;3;1;1;alpha;uni1FBE;uni1FDE;
uni1F86;3;1;1;alpha;uni1FBE;uni1FCE;
uni1F87;3;1;1;alpha;uni1FBE;uni1FDF;
uni1F88;3;0;0;Alpha;uni1FBE;uni1FBF;
uni1F89;3;0;0;Alpha;uni1FBE;uni1FFE;
uni1F8A;3;0;0;Alpha;uni1FBE;uni1FCD;
uni1F8B;3;0;0;Alpha;uni1FBE;uni1FDD;
uni1F8C;3;0;0;Alpha;uni1FBE;uni1FCE;
uni1F8D;3;0;0;Alpha;uni1FBE;uni1FDE;
uni1F8E;3;0;0;Alpha;uni1FBE;uni1FCE;
uni1F8F;3;0;0;Alpha;uni1FBE;uni1FDF;
uni1F90;3;1;1;eta;uni1FBE;uni1FBF;
uni1F91;3;1;1;eta;uni1FBE;uni1FFE;
uni1F92;3;1;1;eta;uni1FBE;uni1FCD;
uni1F93;3;1;1;eta;uni1FBE;uni1FDD;
uni1F94;3;1;1;eta;uni1FBE;uni1FCE;
uni1F95;3;1;1;eta;uni1FBE;uni1FDE;
uni1F96;3;1;1;eta;uni1FBE;uni1FCE;
uni1F97;3;1;1;eta;uni1FBE;uni1FDF;
uni1F98;3;0;0;Eta;uni1FBE;uni1FBF;
uni1F99;3;0;0;Eta;uni1FBE;uni1FFE;
uni1F9A;3;0;0;Eta;uni1FBE;uni1FCD;
uni1F9B;3;0;0;Eta;uni1FBE;uni1FDD;
uni1F9C;3;0;0;Eta;uni1FBE;uni1FCE;
uni1F9D;3;0;0;Eta;uni1FBE;uni1FDE;
uni1F9E;3;0;0;Eta;uni1FBE;uni1FCE;
uni1F9F;3;0;0;Eta;uni1FBE;uni1FDF;
uni1FA0;3;1;1;omega;uni1FBE;uni1FBF;
uni1FA1;3;1;1;omega;uni1FBE;uni1FFE;
uni1FA2;3;1;1;omega;uni1FBE;uni1FCD;
uni1FA3;3;1;1;omega;uni1FBE;uni1FDD;
uni1FA4;3;1;1;omega;uni1FBE;uni1FCE;
uni1FA5;3;1;1;omega;uni1FBE;uni1FDE;
uni1FA6;3;1;1;omega;uni1FBE;uni1FCE;
uni1FA7;3;1;1;omega;uni1FBE;uni1FDF;
uni1FA8;3;0;0;uni03A9;uni1FBE;uni1FBF;
uni1FA9;3;0;0;uni03A9;uni1FBE;uni1FFE;
uni1FAA;3;0;0;uni03A9;uni1FBE;uni1FCD;
uni1FAB;3;0;0;uni03A9;uni1FBE;uni1FDD;
uni1FAC;3;0;0;uni03A9;uni1FBE;uni1FCE;
uni1FAD;3;0;0;uni03A9;uni1FBE;uni1FDE;
uni1FAE;3;0;0;uni03A9;uni1FBE;uni1FCE;
uni1FAF;3;0;0;uni03A9;uni1FBE;uni1FDF;
uni1FB0;3;1;1;alpha;uni0306;;
uni1FB1;3;1;1;alpha;uni0304;;
uni1FB2;3;1;1;alpha;uni1FBE;uni1FEF;
uni1FB3;3;1;1;alpha;uni1FBE;;
uni1FB4;3;1;1;alpha;uni1FBE;uni1FFD;
uni1FB6;3;1;1;alpha;uni1FC0;;
uni1FB7;3;1;1;alpha;uni1FBE;uni1FC0;
uni1FB8;3;1;1;Alpha;uni0306;;
uni1FB9;3;1;1;Alpha;uni0304;;
uni1FBA;3;0;0;Alpha;uni1FEF;;
uni1FBB;3;0;0;Alpha;uni1FFD;;
uni1FBC;3;1;1;Alpha;uni1FBE;;
uni1FC2;3;1;1;eta;uni1FBE;uni1FEF;
uni1FC3;3;1;1;eta;uni1FBE;;
uni1FC4;3;1;1;eta;uni1FBE;uni1FFD;
uni1FC6;3;1;1;eta;uni1FC0;;
uni1FC7;3;1;1;eta;uni1FBE;uni1FC0;
uni1FC8;3;0;0;Epsilon;uni1FEF;;
uni1FC9;3;0;0;Epsilon;uni1FFD;;
uni1FCA;3;0;0;Eta;uni1FEF;;
uni1FCB;3;0;0;Eta;uni1FFD;;
uni1FCC;3;0;0;Eta;uni1FBE;;
uni1FD0;3;1;1;iota;uni0306;;
uni1FD1;3;1;1;iota;uni0304;;
uni1FD2;3;1;1;iota;uni1FED;;
uni1FD3;3;1;1;iota;uni1FEE;;
uni1FD6;3;1;1;iota;uni1FC0;;
uni1FD7;3;1;1;iota;uni1FC1;;
uni1FD8;3;1;1;Iota;uni0306;;
uni1FD9;3;1;1;Iota;uni0304;;
uni1FDA;3;0;0;Iota;uni1FEF;;
uni1FDB;3;0;0;Iota;uni1FFD;;
uni1FE0;3;1;1;upsilon;uni0306;;
uni1FE1;3;1;1;upsilon;uni0304;;
uni1FE2;3;1;1;upsilon;uni1FED;;
uni1FE3;3;1;1;upsilon;uni1FEE;;
uni1FE4;3;1;1;rho;uni1FBF;;
uni1FE5;3;1;1;rho;uni1FFE;;
uni1FE6;3;1;1;upsilon;uni1FC0;;
uni1FE7;3;1;1;upsilon;uni1FC1;;
uni1FE8;3;1;1;Upsilon;uni0306;;
uni1FE9;3;1;1;Upsilon;uni0304;;
uni1FEA;3;0;0;Upsilon;uni1FEF;;
uni1FEB;3;0;0;Upsilon;uni1FFD;;
uni1FEC;3;0;0;Rho;uni1FFE;;
uni1FF2;3;1;1;omega;uni1FBE;uni1FEF;
uni1FF3;3;1;1;omega;uni1FBE;;
uni1FF4;3;1;1;omega;uni1FBE;uni1FFD;
uni1FF6;3;1;1;omega;uni1FC0;;
uni1FF7;3;1;1;omega;uni1FBE;uni1FC0;
uni1FF8;3;0;0;Omicron;uni1FEF;;
uni1FF9;3;0;0;Omicron;uni1FFD;;
uni1FFA;3;0;0;uni03A9;uni1FEF;;
uni1FFB;3;0;0;uni03A9;uni1FFD;;
uni1FFC;3;0;0;uni03A9;uni1FBE;;
agrave.sc;3;1;1;a.sc;gravecomb;;
aacute.sc;3;1;1;a.sc;acutecomb;;
acircumflex.sc;3;1;1;a.sc;uni0302;;
atilde.sc;3;1;1;a.sc;tildecomb;;
adieresis.sc;3;1;1;a.sc;uni0308;;
aring.sc;3;1;1;a.sc;uni030A;;
ccedilla.sc;3;1;1;c.sc;uni0327;;
egrave.sc;3;1;1;e.sc;gravecomb;;
eacute.sc;3;1;1;e.sc;acutecomb;;
ecircumflex.sc;3;1;1;e.sc;uni0302;;
edieresis.sc;3;1;1;e.sc;uni0308;;
igrave.sc;3;1;1;i.sc;gravecomb;;
iacute.sc;3;1;1;i.sc;acutecomb;;
icircumflex.sc;3;1;1;i.sc;uni0302;;
idieresis.sc;3;1;1;i.sc;uni0308;;
ntilde.sc;3;1;1;n.sc;tildecomb;;
ograve.sc;3;1;1;o.sc;gravecomb;;
oacute.sc;3;1;1;o.sc;acutecomb;;
ocircumflex.sc;3;1;1;o.sc;uni0302;;
otilde.sc;3;1;1;o.sc;tildecomb;;
odieresis.sc;3;1;1;o.sc;uni0308;;
ugrave.sc;3;1;1;u.sc;gravecomb;;
uacute.sc;3;1;1;u.sc;acutecomb;;
ucircumflex.sc;3;1;1;u.sc;uni0302;;
udieresis.sc;3;1;1;u.sc;uni0308;;
yacute.sc;3;1;1;y.sc;acutecomb;;
amacron.sc;3;1;1;a.sc;uni0304;;
abreve.sc;3;1;1;a.sc;uni0306;;
aogonek.sc;3;1;1;a.sc;uni0328;;
cacute.sc;3;1;1;c.sc;acutecomb;;
ccircumflex.sc;3;1;1;c.sc;uni0302;;
cdotaccent.sc;3;1;1;c.sc;uni0307;;
ccaron.sc;3;1;1;c.sc;uni030C;;
dcaron.sc;3;1;1;d.sc;uni030C;;
emacron.sc;3;1;1;e.sc;uni0304;;
ebreve.sc;3;1;1;e.sc;uni0306;;
edotaccent.sc;3;1;1;e.sc;uni0307;;
eogonek.sc;3;1;1;e.sc;uni0328;;
ecaron.sc;3;1;1;e.sc;uni030C;;
gcircumflex.sc;3;1;1;g.sc;uni0302;;
gbreve.sc;3;1;1;g.sc;uni0306;;
gdotaccent.sc;3;1;1;g.sc;uni0307;;
gcommaaccent.sc;3;1;1;g.sc;uni0312;;
hcircumflex.sc;3;1;1;h.sc;uni0302;;
itilde.sc;3;1;1;i.sc;tildecomb;;
imacron.sc;3;1;1;i.sc;uni0304;;
ibreve.sc;3;1;1;i.sc;uni0306;;
iogonek.sc;3;1;1;i.sc;uni0328;;
jcircumflex.sc;3;1;1;j.sc;uni0302;;
kcommaaccent.sc;3;1;1;k.sc;uni0326;;
lacute.sc;3;1;1;l.sc;acutecomb;;
lcommaaccent.sc;3;1;1;l.sc;uni0326;;
nacute.sc;3;1;1;n.sc;acutecomb;;
ncommaaccent.sc;3;1;1;n.sc;uni0326;;
ncaron.sc;3;1;1;n.sc;uni030C;;
omacron.sc;3;1;1;o.sc;uni0304;;
obreve.sc;3;1;1;o.sc;uni0306;;
ohungarumlaut.sc;3;1;1;o.sc;uni030B;;
racute.sc;3;1;1;r.sc;acutecomb;;
rcommaaccent.sc;3;1;1;r.sc;uni0326;;
rcaron.sc;3;1;1;r.sc;uni030C;;
sacute.sc;3;1;1;s.sc;acutecomb;;
scircumflex.sc;3;1;1;s.sc;uni0302;;
scedilla.sc;3;1;1;s.sc;uni0327;;
scaron.sc;3;1;1;s.sc;uni030C;;
uni0163.sc;3;1;1;t.sc;uni0327;;
tcaron.sc;3;1;1;t.sc;uni030C;;
utilde.sc;3;1;1;u.sc;tildecomb;;
umacron.sc;3;1;1;u.sc;uni0304;;
ubreve.sc;3;1;1;u.sc;uni0306;;
uring.sc;3;1;1;u.sc;uni030A;;
uhungarumlaut.sc;3;1;1;u.sc;uni030B;;
uogonek.sc;3;1;1;u.sc;uni0328;;
wcircumflex.sc;3;1;1;w.sc;uni0302;;
ycircumflex.sc;3;1;1;y.sc;uni0302;;
zacute.sc;3;1;1;z.sc;acutecomb;;
zdotaccent.sc;3;1;1;z.sc;uni0307;;
zcaron.sc;3;1;1;z.sc;uni030C;;
ohorn.sc;3;1;1;o.sc;uni031B;;
uhorn.sc;3;1;1;u.sc;uni031B;;
uni01CE.sc;3;1;1;a.sc;uni030C;;
uni01D0.sc;3;1;1;i.sc;uni030C;;
uni01D2.sc;3;1;1;o.sc;uni030C;;
uni01D4.sc;3;1;1;u.sc;uni030C;;
uni01D6.sc;3;1;1;u.sc;uni0308;uni0304;
uni01D8.sc;3;1;1;u.sc;uni0308_acutecomb;;
uni01DA.sc;3;1;1;u.sc;uni0308_uni030C;;
uni01DC.sc;3;1;1;u.sc;uni0308_gravecomb;;
uni01DF.sc;3;1;1;a.sc;uni0308;uni0304;
uni01E1.sc;3;1;1;a.sc;uni0307;uni0304;
uni01E3.sc;3;1;1;ae.sc;uni0304;;
gcaron.sc;3;1;1;g.sc;uni030C;;
uni01E9.sc;3;1;1;k.sc;uni030C;;
uni01EB.sc;3;1;1;o.sc;uni0328;;
uni01ED.sc;3;1;1;o.sc;uni0328;uni0304;
uni01F0.sc;3;1;1;j.sc;uni030C;;
uni01F5.sc;3;1;1;g.sc;acutecomb;;
uni01F9.sc;3;1;1;n.sc;gravecomb;;
aringacute.sc;3;1;1;a.sc;uni030A_acutecomb;;
aeacute.sc;3;1;1;ae.sc;acutecomb;;
oslashacute.sc;3;1;1;oslash.sc;acutecomb;;
uni0201.sc;3;1;1;a.sc;uni030F;;
uni0203.sc;3;1;1;a.sc;uni0311;;
uni0205.sc;3;1;1;e.sc;uni030F;;
uni0207.sc;3;1;1;e.sc;uni0311;;
uni0209.sc;3;1;1;i.sc;uni030F;;
uni020B.sc;3;1;1;i.sc;uni0311;;
uni020D.sc;3;1;1;o.sc;uni030F;;
uni020F.sc;3;1;1;o.sc;uni0311;;
uni0211.sc;3;1;1;r.sc;uni030F;;
uni0213.sc;3;1;1;r.sc;uni0311;;
uni0215.sc;3;1;1;u.sc;uni030F;;
uni0217.sc;3;1;1;u.sc;uni0311;;
scommaaccent.sc;3;1;1;s.sc;uni0326;;
uni021B.sc;3;1;1;t.sc;uni0326;;
uni021F.sc;3;1;1;h.sc;uni030C;;
uni0227.sc;3;1;1;a.sc;uni0307;;
uni0229.sc;3;1;1;e.sc;uni0327;;
uni022B.sc;3;1;1;o.sc;uni0308;uni0304;
uni022D.sc;3;1;1;o.sc;tildecomb;uni0304;
uni022F.sc;3;1;1;o.sc;uni0307;;
uni0231.sc;3;1;1;o.sc;uni0307;uni0304;
uni0233.sc;3;1;1;y.sc;uni0304;;
iotadieresistonos.sc;3;1;1;iota.sc;dieresistonos;;
alphatonos.sc;3;1;1;alpha.sc;tonos;;
epsilontonos.sc;3;1;1;epsilon.sc;tonos;;
etatonos.sc;3;1;1;eta.sc;tonos;;
iotatonos.sc;3;1;1;iota.sc;tonos;;
upsilondieresistonos.sc;3;1;1;upsilon.sc;dieresistonos;;
iotadieresis.sc;3;1;1;iota.sc;uni0308;;
upsilondieresis.sc;3;1;1;upsilon.sc;uni0308;;
omicrontonos.sc;3;1;1;omicron.sc;tonos;;
upsilontonos.sc;3;1;1;upsilon.sc;tonos;;
omegatonos.sc;3;1;1;omega.sc;tonos;;
uni0439.sc;3;1;1;uni0438.sc;uni0306;;
uni0450.sc;3;1;1;uni0435.sc;gravecomb;;
uni0451.sc;3;1;1;uni0435.sc;uni0308;;
uni0453.sc;3;1;1;uni0433.sc;acutecomb;;
uni0457.sc;3;1;1;uni0456.sc;uni0308;;
uni045C.sc;3;1;1;uni043A.sc;acutecomb;;
uni045D.sc;3;1;1;uni0438.sc;gravecomb;;
uni045E.sc;3;1;1;uni0443.sc;uni0306;;
uni0477.sc;3;1;1;uni0475.sc;uni030F;;
uni047D.sc;3;1;1;uniA7B7.sc;uni0486;uni0487;
uni04C2.sc;3;1;1;uni0436.sc;uni0306;;
uni04D1.sc;3;1;1;uni0430.sc;uni0306;;
uni04D3.sc;3;1;1;uni0430.sc;uni0308;;
uni04D7.sc;3;1;1;uni0435.sc;uni0306;;
uni04DB.sc;3;1;1;uni04D9.sc;uni0308;;
uni04DD.sc;3;1;1;uni0436.sc;uni0308;;
uni04DF.sc;3;1;1;uni0437.sc;uni0308;;
uni04E3.sc;3;1;1;uni0438.sc;uni0304;;
uni04E5.sc;3;1;1;uni0438.sc;uni0308;;
uni04E7.sc;3;1;1;uni043E.sc;uni0308;;
uni04EB.sc;3;1;1;uni04E9.sc;uni0308;;
uni04ED.sc;3;1;1;uni044D.sc;uni0308;;
uni04EF.sc;3;1;1;uni0443.sc;uni0304;;
uni04F1.sc;3;1;1;uni0443.sc;uni0308;;
uni04F3.sc;3;1;1;uni0443.sc;uni030B;;
uni04F5.sc;3;1;1;uni0447.sc;uni0308;;
uni04F9.sc;3;1;1;uni044B.sc;uni0308;;
uni1E01.sc;3;1;1;a.sc;uni0325;;
uni1E03.sc;3;1;1;b.sc;uni0307;;
uni1E05.sc;3;1;1;b.sc;dotbelowcomb;;
uni1E07.sc;3;1;1;b.sc;uni0331;;
uni1E09.sc;3;1;1;c.sc;uni0327;acutecomb;
uni1E0B.sc;3;1;1;d.sc;uni0307;;
uni1E0D.sc;3;1;1;d.sc;dotbelowcomb;;
uni1E0F.sc;3;1;1;d.sc;uni0331;;
uni1E11.sc;3;1;1;d.sc;uni0327;;
uni1E13.sc;3;1;1;d.sc;uni032D;;
uni1E15.sc;3;1;1;e.sc;uni0304;gravecomb;
uni1E17.sc;3;1;1;e.sc;uni0304;acutecomb;
uni1E19.sc;3;1;1;e.sc;uni032D;;
uni1E1B.sc;3;1;1;e.sc;uni0330;;
uni1E1D.sc;3;1;1;e.sc;uni0327;uni0306;
uni1E1F.sc;3;1;1;f.sc;uni0307;;
uni1E21.sc;3;1;1;g.sc;uni0304;;
uni1E23.sc;3;1;1;h.sc;uni0307;;
uni1E25.sc;3;1;1;h.sc;dotbelowcomb;;
uni1E27.sc;3;1;1;h.sc;uni0308;;
uni1E29.sc;3;1;1;h.sc;uni0327;;
uni1E2B.sc;3;1;1;h.sc;uni032E;;
uni1E2D.sc;3;1;1;i.sc;uni0330;;
uni1E2F.sc;3;1;1;i.sc;uni0308_acutecomb;;
uni1E31.sc;3;1;1;k.sc;acutecomb;;
uni1E33.sc;3;1;1;k.sc;dotbelowcomb;;
uni1E35.sc;3;1;1;k.sc;uni0331;;
uni1E37.sc;3;1;1;l.sc;dotbelowcomb;;
uni1E39.sc;3;1;1;l.sc;dotbelowcomb;uni0304;
uni1E3B.sc;3;1;1;l.sc;uni0331;;
uni1E3D.sc;3;1;1;l.sc;uni032D;;
uni1E3F.sc;3;1;1;m.sc;acutecomb;;
uni1E41.sc;3;1;1;m.sc;uni0307;;
uni1E43.sc;3;1;1;m.sc;dotbelowcomb;;
uni1E45.sc;3;1;1;n.sc;uni0307;;
uni1E47.sc;3;1;1;n.sc;dotbelowcomb;;
uni1E49.sc;3;1;1;n.sc;uni0331;;
uni1E4B.sc;3;1;1;n.sc;uni032D;;
uni1E4D.sc;3;1;1;o.sc;tildecomb;acutecomb;
uni1E4F.sc;3;1;1;o.sc;tildecomb;uni0308;
uni1E51.sc;3;1;1;o.sc;uni0304;gravecomb;
uni1E53.sc;3;1;1;o.sc;uni0304;acutecomb;
uni1E55.sc;3;1;1;p.sc;acutecomb;;
uni1E57.sc;3;1;1;p.sc;uni0307;;
uni1E59.sc;3;1;1;r.sc;uni0307;;
uni1E5B.sc;3;1;1;r.sc;dotbelowcomb;;
uni1E5D.sc;3;1;1;r.sc;dotbelowcomb;uni0304;
uni1E5F.sc;3;1;1;r.sc;uni0331;;
uni1E61.sc;3;1;1;s.sc;uni0307;;
uni1E63.sc;3;1;1;s.sc;dotbelowcomb;;
uni1E65.sc;3;1;1;s.sc;acutecomb_uni0307;;
uni1E67.sc;3;1;1;s.sc;uni030C;uni0307;
uni1E69.sc;3;1;1;s.sc;dotbelowcomb;uni0307;
uni1E6B.sc;3;1;1;t.sc;uni0307;;
uni1E6D.sc;3;1;1;t.sc;dotbelowcomb;;
uni1E6F.sc;3;1;1;t.sc;uni0331;;
uni1E71.sc;3;1;1;t.sc;uni032D;;
uni1E73.sc;3;1;1;u.sc;uni0324;;
uni1E75.sc;3;1;1;u.sc;uni0330;;
uni1E77.sc;3;1;1;u.sc;uni032D;;
uni1E79.sc;3;1;1;u.sc;tildecomb;acutecomb;
uni1E7B.sc;3;1;1;u.sc;uni0304;uni0308;
uni1E7D.sc;3;1;1;v.sc;tildecomb;;
uni1E7F.sc;3;1;1;v.sc;dotbelowcomb;;
wgrave.sc;3;1;1;w.sc;gravecomb;;
wacute.sc;3;1;1;w.sc;acutecomb;;
wdieresis.sc;3;1;1;w.sc;uni0308;;
uni1E87.sc;3;1;1;w.sc;uni0307;;
uni1E89.sc;3;1;1;w.sc;dotbelowcomb;;
uni1E8B.sc;3;1;1;x.sc;uni0307;;
uni1E8D.sc;3;1;1;x.sc;uni0308;;
uni1E8F.sc;3;1;1;y.sc;uni0307;;
uni1E91.sc;3;1;1;z.sc;uni0302;;
uni1E93.sc;3;1;1;z.sc;dotbelowcomb;;
uni1E95.sc;3;1;1;z.sc;uni0331;;
uni1E96.sc;3;1;1;h.sc;uni0331;;
uni1E97.sc;3;1;1;t.sc;uni0308;;
uni1E98.sc;3;1;1;w.sc;uni030A;;
uni1E99.sc;3;1;1;y.sc;uni030A;;
uni1EA1.sc;3;1;1;a.sc;dotbelowcomb;;
uni1EA3.sc;3;1;1;a.sc;hookabovecomb;;
uni1EA5.sc;3;1;1;a.sc;uni0302_acutecomb;;
uni1EA7.sc;3;1;1;a.sc;uni0302_gravecomb;;
uni1EA9.sc;3;1;1;a.sc;uni0302_hookabovecomb;;
uni1EAB.sc;3;1;1;a.sc;uni0302;tildecomb;
uni1EAD.sc;3;1;1;a.sc;dotbelowcomb;uni0302;
uni1EAF.sc;3;1;1;a.sc;uni0306_acutecomb;;
uni1EB1.sc;3;1;1;a.sc;uni0306_gravecomb;;
uni1EB3.sc;3;1;1;a.sc;uni0306_hookabovecomb;;
uni1EB5.sc;3;1;1;a.sc;uni0306;tildecomb;
uni1EB7.sc;3;1;1;a.sc;dotbelowcomb;uni0306;
uni1EB9.sc;3;1;1;e.sc;dotbelowcomb;;
uni1EBB.sc;3;1;1;e.sc;hookabovecomb;;
uni1EBD.sc;3;1;1;e.sc;tildecomb;;
uni1EBF.sc;3;1;1;e.sc;uni0302_acutecomb;;
uni1EC1.sc;3;1;1;e.sc;uni0302_gravecomb;;
uni1EC3.sc;3;1;1;e.sc;uni0302_hookabovecomb;;
uni1EC5.sc;3;1;1;e.sc;uni0302;tildecomb;
uni1EC7.sc;3;1;1;e.sc;dotbelowcomb;uni0302;
uni1EC9.sc;3;1;1;i.sc;hookabovecomb;;
uni1ECB.sc;3;1;1;i.sc;dotbelowcomb;uni0307;
uni1ECD.sc;3;1;1;o.sc;dotbelowcomb;;
uni1ECF.sc;3;1;1;o.sc;hookabovecomb;;
uni1ED1.sc;3;1;1;o.sc;uni0302_acutecomb;;
uni1ED3.sc;3;1;1;o.sc;uni0302_gravecomb;;
uni1ED5.sc;3;1;1;o.sc;uni0302_hookabovecomb;;
uni1ED7.sc;3;1;1;o.sc;uni0302;tildecomb;
uni1ED9.sc;3;1;1;o.sc;dotbelowcomb;uni0302;
uni1EDB.sc;3;1;1;o.sc;uni031B;acutecomb;
uni1EDD.sc;3;1;1;o.sc;uni031B;gravecomb;
uni1EDF.sc;3;1;1;o.sc;uni031B;hookabovecomb;
uni1EE1.sc;3;1;1;o.sc;uni031B;tildecomb;
uni1EE3.sc;3;1;1;o.sc;dotbelowcomb;uni031B;
uni1EE5.sc;3;1;1;u.sc;dotbelowcomb;;
uni1EE7.sc;3;1;1;u.sc;hookabovecomb;;
uni1EE9.sc;3;1;1;u.sc;uni031B;acutecomb;
uni1EEB.sc;3;1;1;u.sc;uni031B;gravecomb;
uni1EED.sc;3;1;1;u.sc;uni031B;hookabovecomb;
uni1EEF.sc;3;1;1;u.sc;uni031B;tildecomb;
uni1EF1.sc;3;1;1;u.sc;dotbelowcomb;uni031B;
ygrave.sc;3;1;1;y.sc;gravecomb;;
uni1EF7.sc;3;1;1;y.sc;hookabovecomb;;
uni1EF9.sc;3;1;1;y.sc;tildecomb;;
uni1F00.sc;3;1;1;alpha.sc;uni1FBF;;
uni1F01.sc;3;1;1;alpha.sc;uni1FFE;;
uni1F02.sc;3;1;1;alpha.sc;uni1FCD;;
uni1F03.sc;3;1;1;alpha.sc;uni1FDD;;
uni1F04.sc;3;1;1;alpha.sc;uni1FCE;;
uni1F05.sc;3;1;1;alpha.sc;uni1FDE;;
uni1F06.sc;3;1;1;alpha.sc;uni1FCE;;
